flight_number,airport,type,status,aircraft
QR 6212,LHR,Departure,Expected,
AA 7111,LHR,Departure,Expected,
EI 8877,LHR,Departure,Expected,
BA 177,LHR,Departure,Expected,
IB 3563,LHR,Departure,Expected,
AY 5477,LHR,Departure,Expected,
AS 5295,LHR,Departure,Expected,
AA 6994,LHR,Departure,Expected,
JL 7707,LHR,Departure,Expected,
LA 5561,LHR,Departure,Expected,
CX 7292,LHR,Departure,Expected,
QR 9772,LHR,Departure,Expected,
BA 736,LHR,Departure,Expected,
AA 6871,LHR,Departure,Expected,
JL 7835,LHR,Departure,Expected,
BA 470,LHR,Departure,Expected,
AA 6616,LHR,Departure,Expected,
VS 4039,LHR,Departure,Expected,
DL 17,LHR,Departure,Expected,
AF 9301,LHR,Departure,Expected,
SK 3981,LHR,Departure,Expected,
KL 6082,LHR,Departure,Expected,
SQ 1010,LHR,Departure,Expected,
ME 4521,LHR,Departure,Expected,
MS 9604,LHR,Departure,Expected,
AC 857,LHR,Departure,Expected,
LH 6584,LHR,Departure,Expected,
UL 2857,LHR,Departure,Expected,
OS 8225,LHR,Departure,Expected,
UA 8219,LHR,Departure,Expected,
BA 310,LHR,Departure,Expected,
MH 9670,LHR,Departure,Expected,
AA 6725,LHR,Departure,Expected,
QR 6280,LHR,Departure,Expected,
BA 636,LHR,Departure,Expected,
AA 6748,LHR,Departure,Expected,
LA 5513,LHR,Departure,Expected,
VS 157,LHR,Departure,Expected,
DL 5939,LHR,Departure,Expected,
AF 9658,LHR,Departure,Expected,
KL 4804,LHR,Departure,Expected,
BA 67,LHR,Departure,Expected,
EI 8767,LHR,Departure,Expected,
AY 5467,LHR,Departure,Expected,
IB 3519,LHR,Departure,Expected,
AA 6912,LHR,Departure,Expected,
BA 1332,LHR,Departure,Expected,
AY 6575,LHR,Departure,Expected,
AA 6701,LHR,Departure,Expected,
BA 556,LHR,Departure,Expected,
QR 8357,LHR,Departure,Expected,
AA 7177,LHR,Departure,Expected,
QR 5958,LHR,Departure,Expected,
BA 372,LHR,Departure,Expected,
QF 3509,LHR,Departure,Expected,
AA 6793,LHR,Departure,Expected,
BA 584,LHR,Departure,Expected,
AA 7065,LHR,Departure,Expected,
BA 366,LHR,Departure,Expected,
QR 6219,LHR,Departure,Expected,
QF 3515,LHR,Departure,Expected,
BA 484,LHR,Departure,Expected,
MH 9706,LHR,Departure,Expected,
IB 3665,LHR,Departure,Expected,
AA 6728,LHR,Departure,Expected,
JL 7767,LHR,Departure,Expected,
SV 6982,LHR,Departure,Expected,
SK 6410,LHR,Departure,Expected,
VS 131,LHR,Departure,Expected,
KQ 7156,LHR,Departure,Expected,
JU 211,LHR,Departure,Expected,
TG 5814,LHR,Departure,Expected,
UA 8297,LHR,Departure,Expected,
OS 8239,LHR,Departure,Expected,
MS 9600,LHR,Departure,Expected,
ME 4507,LHR,Departure,Expected,
AC 865,LHR,Departure,Expected,
LH 6838,LHR,Departure,Expected,
BA 780,LHR,Departure,Expected,
AA 7244,LHR,Departure,Expected,
QR 8309,LHR,Departure,Expected,
IB 3678,LHR,Departure,Expected,
AY 5930,LHR,Departure,Expected,
QR 9784,LHR,Departure,Expected,
BA 155,LHR,Departure,Expected,
QR 8347,LHR,Departure,Expected,
IB 3649,LHR,Departure,Expected,
AA 6808,LHR,Departure,Expected,
BA 464,LHR,Departure,Expected,
JL 7703,LHR,Departure,Expected,
LA 5543,LHR,Departure,Expected,
BA 259,LHR,Departure,Expected,
AA 6631,LHR,Departure,Expected,
A3 1620,LHR,Departure,Canceled,D-AING
UA 8816,LHR,Departure,Canceled,D-AING
LH 907,LHR,Departure,Canceled,D-AING
OU 5483,LHR,Departure,Canceled,D-AING
TP 7038,LHR,Departure,Expected,
AC 6420,LHR,Departure,Expected,
AI 128,LHR,Departure,Expected,
AY 3779,LHR,Departure,Expected,
GF 4154,LHR,Departure,Expected,
BA 1545,LHR,Departure,Expected,
AA 109,LHR,Departure,Expected,
IB 4261,LHR,Departure,Expected,
QR 9748,LHR,Departure,Expected,
AA 7251,LHR,Departure,Expected,
BA 346,LHR,Departure,Expected,
LH 9354,LHR,Departure,Expected,
SN 9089,LHR,Departure,Expected,
OS 7851,LHR,Departure,Expected,
LX 3044,LHR,Departure,Expected,
UA 959,LHR,Departure,Expected,
AC 5357,LHR,Departure,Expected,
QR 5935,LHR,Departure,Expected,
AA 7062,LHR,Departure,Expected,
MH 9904,LHR,Departure,Expected,
BA 984,LHR,Departure,Expected,
FI 6034,LHR,Departure,Expected,
QF 8002,LHR,Departure,Expected,
GA 8862,LHR,Departure,Expected,
EK 2,LHR,Departure,Expected,
UA 6872,LHR,Departure,Expected,
S4 8603,LHR,Departure,Expected,
AI 7911,LHR,Departure,Expected,
SQ 2779,LHR,Departure,Expected,
TP 1359,LHR,Departure,Expected,
B6 6724,LHR,Departure,Expected,
MS 9539,LHR,Departure,Expected,
AC 2668,LHR,Departure,Expected,
AD 7304,LHR,Departure,Expected,
BA 119,LHR,Departure,Expected,
IB 3546,LHR,Departure,Expected,
AA 6655,LHR,Departure,Expected,
JL 7161,LHR,Departure,Expected,
BA 596,LHR,Departure,Expected,
QR 5982,LHR,Departure,Expected,
AA 7187,LHR,Departure,Expected,
JL 7123,LHR,Departure,Expected,
AA 6601,LHR,Departure,Expected,
IB 3692,LHR,Departure,Expected,
B6 6288,LHR,Departure,Expected,
BA 868,LHR,Departure,Expected,
UA 9759,LHR,Departure,Expected,
LX 333,LHR,Departure,Expected,HB-JDI
AC 6828,LHR,Departure,Expected,
SN 9101,LHR,Departure,Expected,
OS 7855,LHR,Departure,Expected,
AC 5082,LHR,Departure,Expected,
LX 3048,LHR,Departure,Expected,
NZ 9855,LHR,Departure,Expected,
LH 9378,LHR,Departure,Expected,
UA 949,LHR,Departure,Expected,
BA 225,LHR,Departure,Expected,
EI 8925,LHR,Departure,Expected,
AY 5437,LHR,Departure,Expected,
AA 6976,LHR,Departure,Expected,
IB 3594,LHR,Departure,Expected,
QR 5972,LHR,Departure,Expected,
BA 998,LHR,Departure,Expected,
AA 7043,LHR,Departure,Expected,
QR 5987,LHR,Departure,Expected,
LH 2475,LHR,Departure,Expected,
AA 7206,LHR,Departure,Expected,
BA 952,LHR,Departure,Expected,
LA 5572,LHR,Departure,Expected,
BA 740,LHR,Departure,Expected,
AA 6859,LHR,Departure,Expected,
QR 5872,LHR,Departure,Expected,
BA 1550,LHR,Departure,Expected,
IB 4249,LHR,Departure,Expected,
GF 6673,LHR,Departure,Expected,
AY 3788,LHR,Departure,Expected,
AA 173,LHR,Departure,Expected,
MH 9423,LHR,Departure,Expected,
BA 127,LHR,Departure,Canceled,
VL 2475,LHR,Departure,Expected,
LH 4195,LHR,Departure,Expected,
UA 9649,LHR,Departure,Expected,
EW 9461,LHR,Departure,Expected,D-AGWO
AC 6962,LHR,Departure,Expected,
VS 5914,LHR,Departure,Expected,
EY 3999,LHR,Departure,Expected,
SK 532,LHR,Departure,Expected,EI-SCA
DL 7627,LHR,Departure,Expected,
BA 904,LHR,Departure,Expected,
B6 6294,LHR,Departure,Expected,
JL 7871,LHR,Departure,Expected,
AA 7237,LHR,Departure,Expected,
LA 5509,LHR,Departure,Expected,
QR 5988,LHR,Departure,Expected,
AA 7120,LHR,Departure,Expected,
BA 440,LHR,Departure,Expected,
EY 64,LHR,Departure,Expected,
EI 715,LHR,Departure,Expected,
AC 6913,LHR,Departure,Expected,
QR 8236,LHR,Departure,Expected,
AA 8069,LHR,Departure,Expected,
BA 5929,LHR,Departure,Expected,
UA 7718,LHR,Departure,Expected,
TP 7017,LHR,Departure,Expected,
AC 2850,LHR,Departure,Expected,
MS 778,LHR,Departure,Expected,
DL 5922,LHR,Departure,Expected,
VS 346,LHR,Departure,Expected,
PK 9992,LHR,Departure,Expected,
QR 9761,LHR,Departure,Expected,
CX 7244,LHR,Departure,Expected,
BA 392,LHR,Departure,Expected,
JL 6527,LHR,Departure,Expected,
AA 7086,LHR,Departure,Expected,
MH 9718,LHR,Departure,Expected,
IB 3543,LHR,Departure,Expected,
EI 8815,LHR,Departure,Expected,
AY 5515,LHR,Departure,Expected,
AA 6928,LHR,Departure,Expected,
BA 115,LHR,Departure,Expected,
AS 5253,LHR,Departure,Expected,
AA 91,LHR,Departure,Expected,
BA 1546,LHR,Departure,Expected,
AS 6987,LHR,Departure,Expected,
GF 4120,LHR,Departure,Expected,
IB 4396,LHR,Departure,Expected,
AY 3888,LHR,Departure,Expected,
AA 6669,LHR,Departure,Expected,
BA 35,LHR,Departure,Expected,
SV 120,LHR,Departure,Expected,HZ-AR32
DL 7340,LHR,Departure,Expected,HZ-AR32
GA 9113,LHR,Departure,Expected,HZ-AR32
VS 5711,LHR,Departure,Expected,
AC 6921,LHR,Departure,Expected,
EI 165,LHR,Departure,Expected,
AA 8043,LHR,Departure,Expected,
BA 5965,LHR,Departure,Expected,
KM 2942,LHR,Departure,Canceled,
WB 1098,LHR,Departure,Canceled,
BA 7004,LHR,Departure,Canceled,
VA 6107,LHR,Departure,Canceled,
QR 4,LHR,Departure,Canceled,
AA 6641,LHR,Departure,Expected,
BA 1484,LHR,Departure,Expected,
IB 3749,LHR,Departure,Expected,
QR 5948,LHR,Departure,Expected,
LA 5493,LHR,Departure,Expected,
MH 9844,LHR,Departure,Expected,
AY 5899,LHR,Departure,Expected,
IB 3630,LHR,Departure,Expected,
EI 8989,LHR,Departure,Expected,
AA 7000,LHR,Departure,Expected,
BA 289,LHR,Departure,Expected,
AY 5529,LHR,Departure,Expected,
LY 316,LHR,Departure,Expected,
QR 6226,LHR,Departure,Expected,
MH 9800,LHR,Departure,Expected,
AA 7194,LHR,Departure,Expected,
JL 6523,LHR,Departure,Expected,
BA 814,LHR,Departure,Expected,
AY 5900,LHR,Departure,Expected,
BA 277,LHR,Departure,Expected,
AA 6667,LHR,Departure,Expected,
AA 6795,LHR,Departure,Expected,
BA 420,LHR,Departure,Expected,
AA 6736,LHR,Departure,Expected,
MH 9684,LHR,Departure,Expected,
IB 3701,LHR,Departure,Expected,
QR 6002,LHR,Departure,Expected,
BA 1312,LHR,Departure,Expected,
LX 355,LHR,Departure,Expected,
UA 9739,LHR,Departure,Expected,
AA 6739,LHR,Departure,Expected,
BA 858,LHR,Departure,Expected,
JL 7723,LHR,Departure,Expected,
CX 7123,LHR,Departure,Expected,
AA 6960,LHR,Departure,Expected,
IB 3586,LHR,Departure,Expected,
EI 8909,LHR,Departure,Expected,
BA 209,LHR,Departure,Expected,
AY 5509,LHR,Departure,Expected,
AC 861,LHR,Departure,Expected,
MS 9615,LHR,Departure,Expected,
OS 8211,LHR,Departure,Expected,
LH 6812,LHR,Departure,Expected,
NZ 4839,LHR,Departure,Expected,
AI 6301,LHR,Departure,Expected,
UA 8581,LHR,Departure,Expected,
UL 2861,LHR,Departure,Expected,
KL 4816,LHR,Departure,Expected,
VS 105,LHR,Departure,Expected,
AF 9904,LHR,Departure,Expected,
DL 5975,LHR,Departure,Expected,
VS 147,LHR,Departure,Expected,
BA 544,LHR,Departure,Expected,
JL 7153,LHR,Departure,Expected,
AA 6716,LHR,Departure,Expected,
AA 6878,LHR,Departure,Expected,
IB 3684,LHR,Departure,Expected,
AY 5896,LHR,Departure,Expected,
BA 792,LHR,Departure,Expected,
EW 2463,LHR,Departure,Expected,
UA 9639,LHR,Departure,Expected,
AC 6944,LHR,Departure,Expected,
QR 5977,LHR,Departure,Expected,
BA 1334,LHR,Departure,Expected,
IB 3711,LHR,Departure,Expected,
AA 6733,LHR,Departure,Expected,
KL 4812,LHR,Departure,Expected,
DL 5920,LHR,Departure,Expected,
AF 9888,LHR,Departure,Expected,
VS 129,LHR,Departure,Expected,
BA 125,LHR,Departure,Expected,
AA 6783,LHR,Departure,Expected,
BA 574,LHR,Departure,Expected,
LM 676,LHR,Departure,Expected,
BA 7810,LHR,Departure,Expected,
KL 3066,LHR,Departure,Expected,
VS 6665,LHR,Departure,Expected,
MU 1549,LHR,Departure,Expected,
G3 5089,LHR,Departure,Expected,
KQ 3905,LHR,Departure,Expected,
DL 8290,LHR,Departure,Expected,
MK 9419,LHR,Departure,Expected,
AF 1781,LHR,Departure,Expected,
UU 8781,LHR,Departure,Expected,
AM 6046,LHR,Departure,Expected,
VS 117,LHR,Departure,Expected,
DL 5968,LHR,Departure,Expected,
AF 9908,LHR,Departure,Expected,
KL 2512,LHR,Departure,Expected,
QR 6220,LHR,Departure,Expected,
AA 6705,LHR,Departure,Expected,
BA 510,LHR,Departure,Expected,
AA 6950,LHR,Departure,Expected,
AY 5493,LHR,Departure,Expected,
EI 8893,LHR,Departure,Expected,
BA 193,LHR,Departure,Expected,
IB 3575,LHR,Departure,Expected,
IB 4784,LHR,Departure,Expected,
BA 1610,LHR,Departure,Expected,
AY 3811,LHR,Departure,Expected,
AA 735,LHR,Departure,Expected,
BA 56,LHR,Arrival,Expected,G-XLEH
AA 7107,LHR,Arrival,Expected,
IB 3512,LHR,Arrival,Expected,
QF 209,LHR,Arrival,Expected,VH-ZNK
AY 5948,LHR,Arrival,Expected,
IB 3514,LHR,Arrival,Expected,
AA 7109,LHR,Arrival,Expected,
BA 58,LHR,Arrival,Expected,
IB 3525,LHR,Arrival,Expected,
BA 32,LHR,Arrival,Expected,G-XWBC
BA 74,LHR,Arrival,Expected,
AA 6846,LHR,Arrival,Expected,
AY 5904,LHR,Arrival,Expected,
CX 251,LHR,Arrival,Expected,B-KPD
BA 78,LHR,Arrival,Expected,G-XWBA
AA 7075,LHR,Arrival,Expected,
BA 262,LHR,Arrival,Expected,G-VIIW
IB 3611,LHR,Arrival,Expected,
BA 16,LHR,Arrival,Expected,G-STBC
AA 6874,LHR,Arrival,Expected,
IB 3503,LHR,Arrival,Expected,
AC 5358,LHR,Arrival,Expected,
SN 9090,LHR,Arrival,Expected,
LX 3063,LHR,Arrival,Expected,
UA 929,LHR,Arrival,Expected,N670UA
OS 7850,LHR,Arrival,Expected,
LH 9357,LHR,Arrival,Expected,
GA 8970,LHR,Arrival,Expected,
TP 8404,LHR,Arrival,Expected,
MH 5762,LHR,Arrival,Expected,
SQ 322,LHR,Arrival,Expected,9V-SKV
FJ 5901,LHR,Arrival,Expected,
SK 8042,LHR,Arrival,Expected,
NZ 3322,LHR,Arrival,Expected,
SV 6983,LHR,Arrival,Expected,
VS 172,LHR,Arrival,Expected,
SK 6401,LHR,Arrival,Expected,
KQ 7157,LHR,Arrival,Expected,
IB 3501,LHR,Arrival,Expected,
AA 6836,LHR,Arrival,Expected,
BA 12,LHR,Arrival,Expected,G-STBA
QR 6244,LHR,Arrival,Expected,
BA 254,LHR,Arrival,Expected,
BA 64,LHR,Arrival,Expected,G-XWBE
IB 3516,LHR,Arrival,Expected,
AA 6654,LHR,Arrival,Expected,
SK 3984,LHR,Arrival,Expected,
VS 4040,LHR,Arrival,Expected,
AF 3583,LHR,Arrival,Expected,
KL 6112,LHR,Arrival,Expected,
DL 10,LHR,Arrival,Expected,N416DX
VS 4,LHR,Arrival,Expected,G-VRNB
KL 2501,LHR,Arrival,Expected,
DL 5994,LHR,Arrival,Expected,
AF 6753,LHR,Arrival,Expected,
IB 3540,LHR,Arrival,Expected,
EI 8812,LHR,Arrival,Expected,
BA 112,LHR,Arrival,Expected,G-VIIL
AS 5250,LHR,Arrival,Expected,
AA 6925,LHR,Arrival,Expected,
AY 5512,LHR,Arrival,Expected,
QF 1,LHR,Arrival,Expected,VH-OQB
UL 2026,LHR,Arrival,Expected,
GF 6654,LHR,Arrival,Expected,
BA 1511,LHR,Arrival,Expected,
AY 3772,LHR,Arrival,Expected,
AS 6904,LHR,Arrival,Expected,
MH 9410,LHR,Arrival,Expected,
AA 100,LHR,Arrival,Expected,N735AT
IB 4218,LHR,Arrival,Expected,
BA 2296,LHR,Arrival,Canceled,
QR 103,LHR,Arrival,Canceled,
VA 6040,LHR,Arrival,Canceled,
EI 8766,LHR,Arrival,Expected,
AY 5466,LHR,Arrival,Expected,
AA 6911,LHR,Arrival,Expected,
IB 3518,LHR,Arrival,Expected,
BA 66,LHR,Arrival,Expected,G-XWBD
FY 7002,LHR,Arrival,Expected,
MH 2,LHR,Arrival,Expected,9M-MAF
AT 5604,LHR,Arrival,Expected,
SQ 5652,LHR,Arrival,Expected,
IB 3560,LHR,Arrival,Expected,
AS 5258,LHR,Arrival,Expected,
AA 6923,LHR,Arrival,Expected,
BA 174,LHR,Arrival,Expected,G-ZBLB
AY 5474,LHR,Arrival,Expected,
EI 8874,LHR,Arrival,Expected,
EI 8912,LHR,Arrival,Expected,
BA 212,LHR,Arrival,Expected,G-VIIK
AY 5412,LHR,Arrival,Expected,
IB 3587,LHR,Arrival,Expected,
AA 6963,LHR,Arrival,Expected,
MH 9913,LHR,Arrival,Expected,
BA 1540,LHR,Arrival,Expected,
AA 108,LHR,Arrival,Expected,N768AA
IB 4027,LHR,Arrival,Expected,
AY 3778,LHR,Arrival,Expected,
GF 4137,LHR,Arrival,Expected,
CX 255,LHR,Arrival,Expected,B-KQL
IB 3605,LHR,Arrival,Expected,
BA 246,LHR,Arrival,Expected,G-XWBG
AY 5890,LHR,Arrival,Expected,
AA 7260,LHR,Arrival,Delayed,
BA 34,LHR,Arrival,Delayed,G-ZBKL
IB 3548,LHR,Arrival,Delayed,
MS 9605,LHR,Arrival,Expected,
OS 8286,LHR,Arrival,Expected,
LH 6589,LHR,Arrival,Expected,
AC 854,LHR,Arrival,Expected,C-FITL
UL 2854,LHR,Arrival,Expected,
UA 8306,LHR,Arrival,Expected,
SQ 1013,LHR,Arrival,Expected,
ME 4520,LHR,Arrival,Expected,
VS 104,LHR,Arrival,Expected,G-VLUX
KL 4805,LHR,Arrival,Expected,
AF 9903,LHR,Arrival,Expected,
DL 5998,LHR,Arrival,Expected,
BA 4609,LHR,Arrival,Expected,
JL 41,LHR,Arrival,Expected,JA869J
IB 7191,LHR,Arrival,Expected,
BA 216,LHR,Arrival,Expected,G-XWBF
AA 6967,LHR,Arrival,Expected,
EI 8916,LHR,Arrival,Expected,
IB 3589,LHR,Arrival,Expected,
AY 5416,LHR,Arrival,Expected,
WB 710,LHR,Arrival,Expected,
VS 4012,LHR,Arrival,Expected,G-VRIF
KL 6186,LHR,Arrival,Expected,
SK 3994,LHR,Arrival,Expected,
AF 3567,LHR,Arrival,Expected,
DL 58,LHR,Arrival,Expected,N418DX
EI 8994,LHR,Arrival,Expected,
BA 294,LHR,Arrival,Expected,G-ZBLK
AA 7003,LHR,Arrival,Expected,N844MC
IB 3633,LHR,Arrival,Expected,
AY 5534,LHR,Arrival,Expected,
AS 5290,LHR,Arrival,Expected,
VA 6224,LHR,Arrival,Canceled,
KM 2937,LHR,Arrival,Canceled,
QR 11,LHR,Arrival,Canceled,
BA 2364,LHR,Arrival,Canceled,
WB 1137,LHR,Arrival,Canceled,
AI 4131,LHR,Arrival,Expected,VT-ANG
UA 16,LHR,Arrival,Expected,N663UA
SN 9037,LHR,Arrival,Expected,
OS 7910,LHR,Arrival,Expected,
LX 3212,LHR,Arrival,Expected,
AC 3660,LHR,Arrival,Expected,
LH 7630,LHR,Arrival,Expected,
WS 5705,LHR,Arrival,Expected,
VS 479,LHR,Arrival,Expected,
SK 6448,LHR,Arrival,Expected,
MU 4587,LHR,Arrival,Expected,
DL 5931,LHR,Arrival,Expected,
XY 4007,LHR,Arrival,Canceled,
GF 7,LHR,Arrival,Canceled,
NH 5354,LHR,Arrival,Expected,
UA 7210,LHR,Arrival,Expected,
ET 700,LHR,Arrival,Expected,ET-BAX
TP 8984,LHR,Arrival,Expected,
AC 6023,LHR,Arrival,Expected,
QR 3062,LHR,Arrival,Canceled,
EY 61,LHR,Arrival,Canceled,
VS 92,LHR,Arrival,Expected,G-VJAM
AF 6751,LHR,Arrival,Expected,
KL 2517,LHR,Arrival,Expected,
DL 5970,LHR,Arrival,Expected,
EI 8906,LHR,Arrival,Expected,
AA 6957,LHR,Arrival,Expected,
IB 3583,LHR,Arrival,Expected,
AY 5506,LHR,Arrival,Expected,
BA 206,LHR,Arrival,Expected,G-XLEC
VS 46,LHR,Arrival,Expected,G-VRNB
DL 5992,LHR,Arrival,Expected,
KL 2507,LHR,Arrival,Expected,
AF 9664,LHR,Arrival,Expected,
BA 126,LHR,Arrival,Canceled,
AA 6658,LHR,Arrival,Expected,
BA 138,LHR,Arrival,Expected,G-XWBB
IB 3553,LHR,Arrival,Expected,
TP 4286,LHR,Arrival,Expected,
B6 1620,LHR,Arrival,Expected,N4022J
BA 765,LHR,Arrival,Expected,
QR 6288,LHR,Arrival,Expected,
AA 6901,LHR,Arrival,Expected,
BA 1383,LHR,Arrival,Expected,
AA 6622,LHR,Arrival,Expected,
QR 6258,LHR,Arrival,Expected,
BA 106,LHR,Arrival,Unknown,
IB 3562,LHR,Arrival,Expected,
BA 176,LHR,Arrival,Expected,G-VIIL
AY 5476,LHR,Arrival,Expected,
AA 6937,LHR,Arrival,Expected,
EI 8876,LHR,Arrival,Expected,
AS 5260,LHR,Arrival,Expected,
BA 80,LHR,Arrival,Expected,G-ZBKF
IB 3767,LHR,Arrival,Expected,
QR 6218,LHR,Arrival,Expected,
BA 158,LHR,Arrival,Expected,G-VIIH
AA 6860,LHR,Arrival,Expected,
BA 725,LHR,Arrival,Expected,G-TTSG
QR 9792,LHR,Arrival,Expected,
GF 6650,LHR,Arrival,Expected,
AA 50,LHR,Arrival,Expected,N720AN
IB 4192,LHR,Arrival,Expected,
BA 1505,LHR,Arrival,Expected,
AY 3750,LHR,Arrival,Expected,
AA 6662,LHR,Arrival,Expected,
BA 142,LHR,Arrival,Expected,
BA 1595,LHR,Arrival,Expected,
MH 9532,LHR,Arrival,Expected,
IB 4666,LHR,Arrival,Expected,
AY 3806,LHR,Arrival,Expected,
AA 730,LHR,Arrival,Expected,N728AN
6E 1,LHR,Arrival,Delayed,
IB 3510,LHR,Arrival,Expected,
BA 54,LHR,Arrival,Expected,G-XLEB
AY 5944,LHR,Arrival,Expected,
AA 7105,LHR,Arrival,Expected,
QR 7311,LHR,Arrival,Canceled,
UA 901,LHR,Arrival,Expected,N206UA
NZ 9830,LHR,Arrival,Expected,
LX 3069,LHR,Arrival,Expected,
AC 5448,LHR,Arrival,Expected,
OS 7856,LHR,Arrival,Expected,
SN 9105,LHR,Arrival,Expected,
LH 9375,LHR,Arrival,Expected,
UA 8296,LHR,Arrival,Expected,
MS 9601,LHR,Arrival,Expected,
AC 864,LHR,Arrival,Expected,
OS 8240,LHR,Arrival,Expected,
TG 5813,LHR,Arrival,Expected,
LH 6839,LHR,Arrival,Expected,
ME 4506,LHR,Arrival,Expected,
BA 172,LHR,Arrival,Expected,G-STBM
SHT 172,LHR,Arrival,Expected,G-STBM
CJ 172,LHR,Arrival,Expected,G-STBM
AF 9648,LHR,Arrival,Expected,
VS 158,LHR,Arrival,Expected,G-VRIF
KL 4803,LHR,Arrival,Expected,
DL 5938,LHR,Arrival,Expected,
VS 450,LHR,Arrival,Expected,G-VFAN
SK 6446,LHR,Arrival,Expected,
MU 4589,LHR,Arrival,Expected,
DL 5954,LHR,Arrival,Expected,
WS 5717,LHR,Arrival,Expected,
LH 7622,LHR,Arrival,Expected,
UA 880,LHR,Arrival,Expected,N216UA
LX 3065,LHR,Arrival,Expected,
SN 9082,LHR,Arrival,Expected,
AC 3858,LHR,Arrival,Expected,
UA 880,LHR,Arrival,Expected,N216UA
OS 7814,LHR,Arrival,Expected,
BA 194,LHR,Arrival,Expected,G-ZBKN
AY 5494,LHR,Arrival,Expected,
IB 3576,LHR,Arrival,Expected,
EI 8894,LHR,Arrival,Expected,
AA 6951,LHR,Arrival,Expected,
KL 6043,LHR,Arrival,Expected,
VS 4044,LHR,Arrival,Expected,
DL 30,LHR,Arrival,Expected,N425DX
AF 3555,LHR,Arrival,Expected,
SK 3975,LHR,Arrival,Expected,
AC 5876,LHR,Arrival,Expected,
SQ 306,LHR,Arrival,Expected,9V-SNB
MH 5754,LHR,Arrival,Expected,
SK 8036,LHR,Arrival,Expected,
TP 8400,LHR,Arrival,Expected,
FJ 5949,LHR,Arrival,Expected,
NZ 3306,LHR,Arrival,Expected,
DL 5966,LHR,Arrival,Expected,
VS 6,LHR,Arrival,Expected,G-VSXY
KL 2509,LHR,Arrival,Expected,
AF 6755,LHR,Arrival,Expected,
BA 14,LHR,Arrival,Expected,G-ZBKM
EI 8816,LHR,Arrival,Expected,
BA 116,LHR,Arrival,Expected,G-STBP
AA 6929,LHR,Arrival,Expected,
IB 3544,LHR,Arrival,Expected,
AY 5516,LHR,Arrival,Expected,
AS 5254,LHR,Arrival,Expected,
MH 9907,LHR,Arrival,Expected,
JL 7136,LHR,Arrival,Expected,
QR 8364,LHR,Arrival,Expected,
QF 3578,LHR,Arrival,Expected,
AA 7129,LHR,Arrival,Expected,
BA 993,LHR,Arrival,Expected,G-TTSE
EW 9462,LHR,Arrival,Expected,D-AENA
AC 6961,LHR,Arrival,Expected,
LH 5328,LHR,Arrival,Expected,
UA 9620,LHR,Arrival,Expected,
BA 449,LHR,Arrival,Expected,G-EUUG
QR 6229,LHR,Arrival,Expected,
AA 7096,LHR,Arrival,Expected,
SN 9039,LHR,Arrival,Expected,
OS 7792,LHR,Arrival,Expected,
AC 3081,LHR,Arrival,Expected,
UA 14,LHR,Arrival,Expected,N672UA
LX 3047,LHR,Arrival,Expected,
LH 7626,LHR,Arrival,Expected,
AY 5484,LHR,Arrival,Delayed,
EI 8884,LHR,Arrival,Delayed,
IB 3568,LHR,Arrival,Delayed,
BA 184,LHR,Arrival,Delayed,G-VIID
AA 6943,LHR,Arrival,Delayed,
OS 7852,LHR,Arrival,Expected,
SN 9086,LHR,Arrival,Expected,
AC 5364,LHR,Arrival,Expected,
LX 3041,LHR,Arrival,Expected,
LH 9349,LHR,Arrival,Expected,
UA 920,LHR,Arrival,Expected,N658UA
BA 1497,LHR,Arrival,Expected,
QR 9692,LHR,Arrival,Expected,
RX 401,LHR,Arrival,Expected,
SQ 4921,LHR,Arrival,Delayed,
AI 161,LHR,Arrival,Delayed,VT-JRF
AC 6453,LHR,Arrival,Delayed,
TP 7023,LHR,Arrival,Delayed,
BA 323,LHR,Arrival,Expected,
QR 5893,LHR,Arrival,Expected,
MH 9673,LHR,Arrival,Expected,
AA 6699,LHR,Arrival,Expected,
UA 918,LHR,Arrival,Delayed,N204UA
LX 3061,LHR,Arrival,Delayed,
LH 9259,LHR,Arrival,Delayed,
CM 2293,LHR,Arrival,Delayed,
AC 5346,LHR,Arrival,Delayed,
OS 7806,LHR,Arrival,Delayed,
QR 5898,LHR,Arrival,Expected,
BA 751,LHR,Arrival,Expected,
B6 6297,LHR,Arrival,Expected,
AA 6868,LHR,Arrival,Expected,
GA 9490,LHR,Arrival,Expected,PH-NXK
MF 9636,LHR,Arrival,Expected,PH-NXK
DL 9640,LHR,Arrival,Expected,PH-NXK
VS 7058,LHR,Arrival,Expected,PH-NXK
KL 1001,LHR,Arrival,Expected,PH-NXK
MU 1641,LHR,Arrival,Expected,PH-NXK
DL 5919,LHR,Arrival,Canceled,
SV 6999,LHR,Arrival,Canceled,
VS 243,LHR,Arrival,Canceled,
BA 1323,LHR,Arrival,Expected,
QR 6001,LHR,Arrival,Expected,
QR 9694,LHR,Arrival,Expected,
